3.9555e+11,-9.1844e+11,1e+30
8.2987e+11,-5.5796e+11,1e+30
6.9822e+11,7.1588e+11,1e+30
8.555e+11,-5.178e+11,1e+30
-6.7367e+11,-7.3904e+11,1e+30
8.18e+11,5.7521e+11,1e+30
-1.781e+11,9.8401e+11,1e+30
-9.5693e+11,-2.9032e+11,1e+30
9.6457e+11,-2.6383e+11,1e+30
9.7576e+11,-2.1883e+11,1e+30
5.4843e+11,8.362e+11,1e+30
9.8298e+11,-1.8372e+11,1e+30
9.64e+11,-2.6589e+11,1e+30
-9.9578e+11,9.1758e+10,1e+30
3.1069e+11,-9.5051e+11,1e+30
6.2825e+11,7.7801e+11,1e+30
-8.8158e+11,4.7203e+11,1e+30
8.6309e+11,-5.0506e+11,1e+30
2.621e+11,-9.6504e+11,1e+30
9.6779e+11,-2.5178e+11,1e+30
-5.5823e+11,-8.2969e+11,1e+30
9.7493e+11,2.225e+11,1e+30
5.8335e+11,-8.1222e+11,1e+30
9.1522e+11,-4.0295e+11,1e+30
-4.3296e+11,-9.0141e+11,1e+30
4.8614e+10,-9.9882e+11,1e+30
-4.3137e+10,-9.9907e+11,1e+30
-7.7936e+11,6.2658e+11,1e+30
-5.596e+11,-8.2876e+11,1e+30
4.7521e+11,8.7987e+11,1e+30
-2.7267e+11,-9.6211e+11,1e+30
9.8006e+11,1.9868e+11,1e+30
-1.6836e+11,9.8573e+11,1e+30
9.5821e+11,2.8605e+11,1e+30
8.1948e+11,5.7311e+11,1e+30
4.4534e+11,-8.9536e+11,1e+30
-3.3975e+11,-9.4052e+11,1e+30
-4.0922e+11,9.1244e+11,1e+30
9.5149e+11,-3.0769e+11,1e+30
9.7667e+11,2.1475e+11,1e+30
-9.2684e+11,3.7545e+11,1e+30
-7.3564e+11,6.7738e+11,1e+30
9.734e+10,-9.9525e+11,1e+30
2.802e+11,-9.5994e+11,1e+30
3.8632e+11,9.2236e+11,1e+30
-9.9793e+11,6.4268e+10,1e+30
-9.4212e+11,3.3527e+11,1e+30
-6.0637e+11,-7.9518e+11,1e+30
-2.5255e+11,-9.6758e+11,1e+30
2.9443e+10,-9.9957e+11,1e+30
